known_count,unique_solution,puzzle_string,time_taken
30,False,----3-7--187-6--5------8-9-8---1-634---4--8-9---8--2-5-2-6-1-4-----24--86---8--2-,7.99
30,False,1---69---6--5--2-7--8----59---9---64------13--1-63--9----156-7---64--5-1----829--,8.09
30,False,-3-5---4--9----3---279---58--3-92--5-423-6--978-1-----2----91-3-6--8---------35--,8.12
30,False,---98---4---1-5--3-2-34--6--6--1--52--54-------92---3-9-------58-2---37--4357-2--,8.13
30,False,--1-65-7--4-7----17----1-2----2-4----2-31-7---185------9-85-316------25-15---9---,8.26
30,False,-4--1--9-53--9----96---48-1-7-13-429--5--9-8--9--26-----4-----27--4-1---1-------4,8.28
30,False,---------9-37--6-25---9-37-----69--8-6942-----1-57-46---694----1986-------4----9-,8.43
30,False,-8-----14--732--------81-7--4--3-----354------289----6---873----9-2---878--5--623,8.47
30,False,---6-----4-7589--318---7--5-----61-----1--5-931-2-5-----2-5----84--623-----8-16--,8.48
30,False,9-7--2---------7--428-7-3---192-----6----4---34-7--1---3--6----5--9--43-79-823--5,8.52
30,False,243-8-57679-----21-6-----3-----3-2------79-----28--7-9-5-----979-----4621----7---,8.53
30,False,9--81----387-54-----139----------364-----1--8---2-3---138---9-25469----7---1----6,8.54
30,False,--48-----5----16--3-7---4-1--5--4------3--245--25-7816--9-831------49---8-3-----4,8.59
30,False,----6---9-------7--7---156-6---3-7-27-38-91----27-6938---47--9----65----4--9----7,8.64
30,False,--4352-1---9-1----1----95---3-7------175--9----6--1--5-719-5-68-481--2--6--------,8.71
30,False,-4-8--2--516---4-8-8----5----3---8------1-76-4-1-6892----6---5--3--74-926----5---,8.76
30,False,4--576----6--9---8-----27----1----356--23-8978---6----2---1-----7-8----2--9-2457-,8.81
30,False,3-7---6-5----7----------721---7--8--7--68--42851----7----817-3------9--81---549-7,9.09
30,False,-8-7-19--9-5-6-3---4-3--------19------9--7-2-1-72-----49---573--2--1---5--38---69,9.14
30,False,--15--8--57----19----1---631--32--7---2-----186--1--25----5---491---4---3-6--1--9,9.19
30,False,---5--712-532----42--496-53---6--14--81-----55------6--6-------9--72--8--4---9-2-,9.21
30,False,1-----2-----2-1---25---7-31-13978-26-72---5---64-------25-89---7----6---4---3-6--,9.23
30,False,5---4-3-------8--448-3-6----1842-6----31--8-96----3-7-3-----5-6---23-9-----67--3-,9.24
30,True,5---638---3-----5-6---2---3-2----3----5-98--278---14--2-7-546--1---8-5-----3--92-,9.37
30,False,5431----2-1938----2--9---3-8925-67-3-----4---43---9----864---7-9-----4--------3--,0.01
30,False,-5--79---1--5-8-9-8--2---6--37--1824------6--684-2--19-6-----4----796---3---8----,0.02
30,False,--83-----63----------28-375-5--194-7-8-----5371--3-----4--57-6----92-7-8---6-8---,0.06
30,False,-----7--3-1-4-59-----28---1-9--13----3-8--5------5-31618-3----5--654-1----2--17--,0.19
30,False,-------1---9168--5-1---49--8-1-75-2-7--621-9---2--37-1---317---2-3-------4-----3-,0.22
30,False,-5-4--1-3-3---5-48-----3-2----6----4176---8-----8-2-7---2-------6--384193-9-4--8-,0.25
30,False,--5-6-1--6--5--9-7-4---9-861--37--2---3-2---1----15--3----9-35---4--36--36------8,0.30
30,False,--52-7-9----46---16-8--154---------5--------45--6149-275-8----3----2-----64--325-,0.31
30,False,----2-6-33-1----8----3--45--7-----3459---2-6---3-94-----854-3--43----1-87----35--,0.33
30,False,-73---8----9--1-76-8--5--4---7-8---5--------44-6-97328----79--------34-7--1-28--9,0.34
30,False,--84--23-14--------------4----------6-1-4--8-57-68-3--39---4-7--857----64-7268-9-,0.38
30,False,---3----47---4-5----48-6----76----5--29-6---1------6---6-73-9-5--729------86154-7,0.46
30,False,-3-5----7-58--1-92--2------845--726-36----7-12--9---535---14-----63--5-------5---,0.47
30,False,-9-64-12-4----1579---9-7----4-8---1-1-3--964--------3----3-----3-8---2-1---51-7-3,0.48
30,False,3----2-7-4-7-8-1--9--16-3--6-3-51--9--542------9--6-1-1--23----57-6-8----3-------,0.53
30,False,82-5--963-----61-----1--5---6-35-49---5--27-6---7--3---4---58-----98----9--64--5-,0.57
30,False,-7---------35-1---216897-----81--7-2----32--89---4--3-894--65---3----8-6---3---7-,0.57
30,False,-87--1--66-28--5---15-6------61-3-----97256----36----99-4--------------72---194-5,0.59
30,False,----42-3--8---521-3-2-7---92-----49-------------154-72-27--6--3--3----6---8--3724,0.60
30,False,-6---29-4--26-7-831-7-8-------26------6-------54---2-6-83-7--21----46-956-------8,0.89
30,False,------------8-67-9-8----3--81629--3-94-563-----3----26-9-17-465--1--4-93---------,0.98
30,False,7----95--6--71-29--92-36---4-9-7-8---------5---8692---84---7--2-7------53--1--9--,0.98
30,False,-----2-3-3-16-4--5---3-9--77-8--6------7--85---32------7---534--6---37-113---7--9,1.51
30,False,59-82-6-7--8----9----359--1--9-31---246----1----472-6---27------64-1---9--------4,1.53
30,False,-4--9-71---------6----7--3--1-4------3-9-8------26-347---72-15-17-84-2-3-5---94--,1.65
30,False,--932--4----65-9-2--24-9------2-----9--7----8-2----------5--8-168-192---45183-7--,1.74
30,False,-5-9---73------1-----17-25-5--49------2-5-7---173--4-5--86--9-26--7----8-95-8----,1.77
30,False,5-21-4-----9523----------52241--8--5-5------69----5---3-7--6-2----35-----257---84,1.79
30,False,-----496--56---8--9---6-35-----79---21--85---3-9--25---7--36-15563-4---9---------,1.86
30,False,7-------6----58---98--4-13---8-9-2-4----246----4--18--4-----7-8-574--3-1----87-9-,2.09
30,False,8-2------6-4--------73-6-8--79--3-65356---128--8-----79--7--2--7-1---8-94--9-----,2.26
30,False,---7----15---4-----4----7-6--5---4--4-1---5-73-7254--87-6--29-4---5-8----3-4-9--5,2.27
30,False,-3-9-27-----5-7-9-------2--1--6--54-94735---28-6--4--9---8--9----5--9----921---7-,2.28
30,False,1--------34-817---2-7-53-6--1---97--7--541--69--7-------14-2-3---9----1-6---8--4-,2.34
30,False,6--7-32---49--5-1---396--84-5-679----------4737-45--6--3---------------82-71---3-,2.35
30,False,--------1-----69-3--1-79--21----459-9-6----1--829173----3--1-2----6----9--5--81-4,2.75
30,False,-6-85-31--8---3-4---4---95---6------2-54-71---31----2--------81-481-9---1----867-,2.78
30,False,8-9--6-4----73---9------67-3----1----86---1--7-----36-----297562574-3-------7-4-2,2.81
30,False,----4----426-3-9-1---------3-15-6-28-65-----9-892-----6--75---287--2-----5--684--,2.81
30,False,9-3-61----4--9---8---27-1---1-742-65---------7---3--1----51----18-----43--54-79-1,2.85
30,False,--35--1--6--4713--471-9---------976--8-6----1--61--28---5--6-27-67----1----7-----,2.86
30,False,-4-82-3-1-6---425--3--5---941-3---7---3---4--5--6-----72-513--------9---89---25--,2.86
30,False,719-86---3---4-----567-19-2-8--7--------15--9----------9146-----3-1--4---42-5-19-,2.88
30,False,---47-6-1---8-9------6-2-8-8---6-----3658----5--2-7-3664-9-----957---4--1---46---,2.89
30,False,7---583-----7--45--5--648-2---1-5--8-7-3-----83--2----5-3-9-7-1---5-------98--6-5,2.90
30,False,-------89---2----1------42-94--7-6526-2--4-1-----2-84---9167-34-------95---93--6-,2.91
30,True,39-6--4---27-----6--84-7--9--5-1-7--6--9----1--9--3--8--6---9-7---7----3-132-4--5,2.92
30,False,---8-9------4--75-13-7--4-83-6-7298--42-68-71----3-------3---47------53--8-----9-,0.03
30,False,-1-2--47--8--59312-9-134------8-2----------6--7-------9---4--21---61-59--51--76--,0.15
30,False,31---28---4-----1-2-7-----4--3-4----4--6-175-7-1-9--6-9----4---8---1--47--45--28-,0.20
30,False,--7-2--9-8--95---34-5-6-8--5-3--7-1--7--86-4-9----5----5--7-3---------5--2---9187,0.22
30,False,---8--35--13-4---95--39712---1----63-----9-------5---2-95---8--37---5496-6------5,0.28
30,False,1---43-5---------63-926--71---57--1--9-63--485----1--------6-8-----152-3--5---76-,0.40
30,False,-------8582-6------53-8--9--1--23---639-4-7-8-48-9---1-9-3----73-7----------7--39,0.40
30,False,8-12-693-67----5-8--9------1-------2---94---14--3----99--76--4--4-5------3-4-861-,0.41
30,False,-256-379---9--7-68-6-4--------8----9------1869---7-4--27-------------6373-176--5-,0.43
30,False,--2--9-8---5-3---2--3---75---4----9--18--5-373---4----9---53-68--6-829-1-2--9----,0.44
30,False,---1835---1-4-59-----------79-5-1--61--7----5-5-62-1--92--1----8-7-9-----4-35---9,0.77
30,False,--2---58-8495-1--6----86----1--9-432-8---5-7-2--7--8--62----1-------42---7-36----,0.83
30,False,--6-2--8-47-8-3--5-2---96-384-9-6-----7-8----6-1----3-1-26---5--34------7----8--2,0.86
30,False,-5------9------52----8--4715--2--1--4--9-63---6--1-297--5-8-9121----276--------3-,0.95
30,False,--96---84--82---7-4----8-53---5---4------6-29----2--6--81--9-3--94---8----61874--,0.98
30,False,67----3--------5--1-3---------6---7-2--19764----3-82--5--81-7-6-9-2641---1-5----4,1.00
30,False,----5--8-8--4-7--1-719----4--4-8--9563---------8-453-64---92--3--28--9----9-7----,1.01
30,False,---1-----1-657-8-34-7-2--9-8--------962-85--7-------8-683-4----5--6----8-4---81-6,1.02
30,False,-9----46-4-81-5--3--2--3-8----37-6----------2-4---83--7-------6--3456-7-82---914-,1.08
30,False,91--------8-924-5-4-5-18---8--3---------6--8---98-74-1-96--1--2--7-9-31-1--2-----,1.18
30,False,-4-58--3-----7--------2--51------82--749--61585---2------24-36868------2---86---9,1.31
30,False,-6-1-4--8-3--28-----------4-----68-2986-41-7---47--6-1--89-5-----1-----56-2-3-4--,1.33
30,False,4----2---82746--1553-----2-6----52-------------3--4579-5-1-7------9-8-5-9-425----,1.50
30,False,---------465--2-31---65----57-3-9-8-89352-1----61-7-959------4-----------2---356-,1.53
30,False,----3-1-41-----9--4-----683----8-71-8-------2713--94-8--2-5-84-34---856----7-----,1.58
30,False,------2419-1---8677---8---33---71--881---------7-----6-7---86-51-9-57----5-4-2---,1.71
30,False,9-4-1-67--6----4-3--5-6-8---2917--6----34--------2-1--5----1---618--4-----3--67-8,1.74
30,False,1568-7---------87---724-16-----76-323---------------91---48-5---957---46-715-----,1.80
30,False,-----83--2---3--6------5-4-8-------37--35--893-68--12--92---8---63-----74-8-132--,2.34
30,False,6897--53--716----2-4--1---8-6-9--324--7-----9------7-----8-3-9----2--1---5647----,2.35
30,False,74-58--21-------89-8-92---3---8--31-1-8-5--9-------7-89-6-3-----54---------21-9-6,2.47
30,False,-----4---1--8------247----9----164-741------3-3-2--981---59---4-416---95-96----7-,2.74
30,False,--8---7--7----5-----9--8---673-198--2-56-4---8--3--5---872-14-5--6--7-------5-68-,2.85
30,False,--5------6--75-2-872-----13----8746959--1--72--7--2---3-1-----7---1--9----4-2---5,2.85
30,False,5-46---9---3-516--6-9734----472-35-----5-9---1-8--6--9----62--------7----86--5---,2.86
30,False,--6----9--7-----8---4-7-6-33----5-76-8-3---1---17--2--263--714---746-9-----5----7,2.93
30,False,18---6453------129--4----8-2-694387-----65---9-------------8--48-----2--4--6-7-98,2.93
30,False,--8--6----679-1-24---57----8-------79----7---7-3158---3-2--4--5-7-8-3--2-1-7-5---,2.95
30,False,----3--1-74-1---6----6-4-2-4-2-876--5---4-----98-1--4---14---------9143---4-5-1-2,2.96
30,False,-3-5-6-2-47--8-395--2--7---354-----9--1----5-2--8-3--61------3-823-----4-----8--1,2.99
30,False,-65--7--4--1-----234256-------71------6--51---79632--8-87--4-91--------6---17----,3.00
30,False,-----6----------6--86------4-569-----932--65---7--59---5-832-9---9--481-7-81-9--5,3.04
30,False,---714--626-5--81-7-9-824-----3------95-71-3--------7593------1---9---4----1--3-9,3.05
30,False,---7----6---3--4-268--5-7--8------2-17643-9------1-67---26--3-5-6-------39---726-,3.15
30,False,--4--352---276--3--5----1-79--6---1-12--9------64-1--2-39-862----1--------81--9--,3.16
30,False,3-7--6-51-----5-8-59-12--7-----475---7-59-1------3162-----5--4-98----7-5--------3,3.17
30,False,-98-2--47----9---17--63-8-2--4-7--26----6-----16--24------5-63--6----2-542----7--,3.19
30,False,493-----2--895431---72---9--7-6----8619-8---53-41--9--------7---------81----6---3,3.22
30,False,-4--7-5--------32--5----4-72--1-----8-1--469-67-923-1-------14-4-6-9-2---8-2--9--,3.31
30,False,---523-481-5-6-9-2-------5---78-5-----3--1-8585-6-----54--768--------46-6-------9,3.32
30,False,3------5-6-8----7-4-----6-913-29--4-82-1----55---8---------8491--------8985-14--7,3.34
30,False,--4-5---99--3-7-2-----69-4-------9----59--18449-1---32------47----584-9--4--9---6,3.37
30,False,896---1---------96-4-9--5-2-----------96--3---14---9--96---7----5136---9-8725-6-1,3.43
30,False,------4---2------7--1--------85-1--3-3-7--6-4----365125-----2-9---6--8-5482-951-6,3.55
30,False,----67---1-6----37-78----1-89--2-3--------2-1---7-9--5--7--49--3-4972-5-9--8--7--,3.56
30,False,---7-934-3--41------6-82--19--8----3-4---1-2-57------9-31648-----95---8----19----,3.57
30,False,-47-2--9---2--------6---2-426-5-8-17-7-----23---74-8-9-9-21--4---14-5-3------7---,3.61
30,False,--7-------49---8--25-784---82-9-6-41-3---8-6----------9---1--854-8-5--9-5-2--93--,3.62
30,False,---3--1-2----9-48--3-1--697---21----6--589----7-4--91------32-1-5-942----4------9,3.66
30,False,-2-----47--7-38------7--------5-1--4-59-7---2---6-----7-52-3-91---86752-26--15---,3.84
30,False,--72--5-469-------1--86-2--3--1-6---2-------6--652-4---81-9267------7-21--3--1---,3.89
30,False,--93--67--46-5-----3---4----85-7-1-6-9------86-7---2351---3---727--9------3----52,3.90
30,False,-----3--48---6---25--248-6----1-42---6--82-7----6------3-4---15---8--6-96---9-427,3.96
30,False,-2----7-94---2--8----4-3----3--8--5-----94----946----734-7--895-1--3----76-54--1-,4.00
30,False,----5----1-637---8--4-1----31--2--76-5---7-----298-1---235--7---457----197-----5-,4.01
30,True,2-3-7---66--3--12--9----437-----6--2----2--13-7---3-95---8------254---6-986-1----,4.22
30,False,9------3----4-8----7635-2-----8-4--2-5---1-632--63----19---2----------58-85-6742-,0.07
30,False,---7---6-76---5---92-4-------5-7362--826--7--6---2-----371-----8--2-7--4---9--217,0.09
30,False,7--8-9-645-----283---5---9198---6---1---9----3-418--7--9-2--1--2----8-----19----8,0.45
30,False,-47--1--828-7341---1------4--1--8--5----6-------39-4--19--------52--3-9-6-8-4-31-,0.53
30,False,359----6-----635-11-----9----317-4-------62---1-------8--6--1-459-8126-7----3--5-,0.92
30,False,3529-1--49-6-2--5--1---5------85-------1-3-------6-1---2-79---54-9-1-6--76-4----8,0.96
30,False,19-72----4-7-9--3---3---9-77------6-----------61-578--8-5----9-674-3-5-23-----67-,1.42
30,False,125689--4---7----2---2-5-----3----1----1-82-7-1--7--4-34---1---692-57--1----6----,1.56
30,False,5---8---6-6-1-5--9--2-69---9-43-6-813-----5-----5---------5---4---697-586-52----7,1.61
30,False,-647---383-8--275-7----4---2-5-----641-----7-87-----9--4---1---6---87--998----4--,1.63
30,False,-------5---6--7-93--3-65147--9--1634-----3--2----54--8---------4-5---7897----6-25,1.73
30,False,--92-657--6--8--------536-81---2---4--8-9-------6----7-1-469-----3872---8-7----46,1.90
30,False,-7-2-1-9-----5-1-22----8----9--23---3-1---2-8-26----59--9-----7-3----5465-4--2-3-,1.93
30,False,-7328---9--576-28-8--5------------7-7-----94--84------1-76-48-----8-7-63---1--7-4,1.94
30,False,-4--7-2-5--1--4-96---95--34---792358---5-----8---------7-----4-4----75-1-6-4-59--,1.95
30,False,----3-7---52-----8---2-54--31469----27-----89968----4-8-6-21--4-----68-1--------2,1.97
30,False,-24---5------5-----85---2-387-2--------8-1----6---4--83---496---573--91-492-1-8--,2.07
30,False,-3---7---9--63--1787-5--3---61-------2--641-3---1----4-5-2-97--21-7-----78--5----,2.13
30,False,7--3--9----327--------59327----8---5-5-163--437-----6241-92-583----------2-------,2.15
30,False,-1---5-----9---4---5479-23-1--------3--2586-95--1--32----8---62-2--7---5---5---43,2.17
30,False,-----87-44-----2----2--9-15-4-8-1------6-24-8--57-3-6-2-----8--5-832----9-75---2-,2.18
30,False,297--------3----8---657-94--------1-7--932----354--72-9-27--83---1-2--7--7--6----,2.19
30,False,1--4-----7------3--423---5-3-9---6-8-7---3-2------75-39817----2-36-8-1-74----1---,2.22
30,False,1983---2------671--5-19--4-7-1--9-------------8--5--31-159--4----6---1-5--2-1-39-,2.26
30,False,---21-5--25-6--1-3-93-7----469---8--3--7869---8---4-65----3--988-----6------6----,2.26
30,False,----8------853--61-------287---15-8---2--8--58-----1-3-8---36-24-7-----99--8415--,2.52
30,False,9-6--8-31--4-23-96-----98---29---6-3--------97432----51--9-------5--7--2-9-6--3--,2.54
30,False,-6--35-7-8-----53-3-----1---------1--1--8-69--96-2-38-9--4----1---85296--5-7--4--,2.66
30,False,-478--6----1---52---2--5--7-6-27-----9---3----24--17-6--3-2-8----6---3-2--973--6-,2.69
30,False,---962---56-4-----3--85-67---57----6-86-------215--------13956----645-9-6-----4--,2.70
30,False,2-5--387-4--5------3---6--------8---3----7-8---2-397-------4517--68-1--9-4--75-28,2.72
30,False,----3---2---4--3----75---912----3-849-3----2--8192--3---9-562-37--3-96------4----,2.83
30,False,-2----74----64----34-5---9-7-2-64---48-7--6-3-1----4---34---5-----4--87--97--1--4,2.85
30,False,-----2---5-7--6--8---5---3--7--21----627-9----3-6---4-2861-----94-2--87--5----126,2.91
30,False,1-4--9-----9------25-----9756847---39---264787-----5--497-35--1-----------5--4---,2.93
30,False,3----8--6-7--5--8265-97---4-1--34------6-5----3---16-8--3-19-6-5-2-----1-64------,2.94
30,False,-8-574--6-----12---31--97------1--7--6-89-53-1--76-----7--4-1-----257-6----1-8---,2.96
30,False,1--94--3----62-17--3--1--5-487------5---38-2-----7---46-9-------2-16--45--57----2,2.97
30,False,-5--4--9--6-8-2-15--8---3-4-----568--86-3-9--5----8-------8--4-2--15--768----7-2-,3.02
30,False,-7-3----99-4--13--35---91-4-9-4-6-2-8------4--4-9--538----4--8-4--------72-6----3,3.03
30,False,-9-------856-2--3-7-16-----9--58-1------9-----3--4692----4--8---69-78-1--7-9-26--,3.04
30,False,49-3--6--31-9-5---2-86--9-4---8--7----------3----7-52--3-7-1-52--9538-----5----9-,3.07
30,False,-5--2--7--9-6-5234-----1--5-2--9--8---926-5-7--37-------5---8-1----57--69---4---2,3.09
30,False,-1------73-----2---96-28-1----6-24--6-9--512-2---71--343---6-8-9---------6----352,3.12
30,False,---2-------5--7--------987--56--8-2-84--75-----1--45-75-73----6-39-8--51---756---,3.14
30,False,5---1-8-2-6-5--97---47-36-54926--5--3-6--8--4---4---------64----4--91--------5-2-,3.14
30,False,-8---3-7--4-6--2----5-48-394-6---1--1-29-----7----2-4-5-342--9--21---4-----38----,3.16
30,False,-7-----262-----7-3-8-6---9--3--98-4---8----1----7------53-12-688-25------14863---,3.40
30,False,74-9-18--6-----1-58--65792428-59-34------------437-----------9----78-5--9-----2--,3.42
30,False,-5------226-4-98---3----75--76594-----21739---------758------27------3---13---5-4,3.45
30,False,--5-748-3-67--31--349--------34--2--6----2-----1-3-5-6--2--------8--69--5-63-94--,3.57
30,False,--8---23-7-24--6--6--2--1------4-52328--397----6-------2-3-49-5-----64--9-----3-1,3.58
30,False,41-728----75-4---1-6------87-1-----5-9-57----5---6-1-9-4----------4-3--73-61-7--2,3.59
30,False,1-9-8-4-6-8--45--3---96---7-9-----4--7-5-4-294--3---6--6---29---4-6------5-4-1---,3.60
30,False,2----5-7--97--2--58-5-76--------17--------35-4-----1--9-4-28--3-72-6-4---8--9-5-7,3.62
30,False,-8-2--3---7--456-------8----37--2---86--53-------81----4----8---598--16-1-83--945,3.63
30,False,-1--8463-8-6---5-----57-----3879--2667-32-4--------3----4--3--1--9----4--6-4----8,3.63
30,False,---18-245----23--7-1---5--89-3----1-4--3-1---1-7-9-653--4-1----6-------12-1--4---,3.65
30,False,-4-95-2---7----96-569--7-----7--834-6-4-------9--4-7------9-----15873-9------21-7,3.70
30,False,---2-6-8-9--1-32---2----4-123-6-7-------5-32--48--------4--283-85-------6927---4-,3.71
30,False,-----85--4----2-------97-4---7---4-9--3---2-76-27--18--21--67--38--7------6-218-5,3.74
30,False,-2---8-----1--2-5967---1--2--2-84--33641---7-798-5-4--4-------8---84-------2-3---,3.76
30,False,8--65--236--7-84-99---1-8---5-----8--87--5-6-----8--1---3-46--8--8--2-3--6----5--,3.77
30,False,--5--3---2--1---4---4-7286-7---9-658---75-1-3------79--5--6-----7---4--66-85----7,3.79
30,False,-9-5-7--154---9--2-3-4---9---9-1---3--53--18---68-4----7----415----41-26----7----,3.83
30,False,-74-21-653-----92-1-2--9-3-8--2-6----1-9-----2-68-----521--8----8---2----4--97---,3.86
30,False,--16-7---4--158----------1----9---7-962--5134-14---9--3--7---692-7---8-1-------27,3.98
30,False,-----2--413-6--7-----31589-4----1----61-------8-----21--672---3-2---64--9-4---265,4.07
30,False,3-4--18-7-----9---82--7--4-9318--------7---9--7-----86568---7----92-8---2--5-79--,4.09
30,False,1---9----3---2-6----8--3----7--46-1----8----54-523--6-6374---515---6---3-913-----,4.11
30,False,--73-6-14-----2----2--8---5----1-3-6------8-1-83----529-6-47---7------6-2--6-8479,4.16
30,False,--5---7-3-912-46--7-4-569--8---2--7-91-54-----5-----3-5784--------7-------3--54--,4.17
30,False,-5-----4--2--4-3---4-9-2---4---291-71726-8-3--9------22--7-3-959----5----86------,4.19
30,False,---5-4-196------47-7----------2---9-467---5-29-1--57-8---64--73--3---95--9-----84,4.23
30,False,-7--2----8-5----6-1-9-647--6--41------------6-82-5--434----2-977----5-2----746-3-,4.26
30,False,--8-7----------128--3--24---8--2--3--925-3-4-5---6-2-982--1-35-3--2----6--7-----2,4.35
30,False,-3-----58----1--73---5-4---15---9---38-7--96-9-----23-----5-329---4---166-398----,4.36
30,False,--5-217-4247------1--478--54-16---8--3-----7------93---24---13---97--6---6-1-----,4.39
30,False,---6------5-9----64-3---------574-636-51----2-48--6-5-8---6-125--6------294---6-7,4.45
30,False,9----843--1-4-3-9-4----5--2541--697--98---2---2---18-4--9--471-----8-6-----------,4.46
30,False,--4-36---7---51---1-6----54---8432-6-2--6---56-859-4-----28-7-----6-49--------5--,4.47
30,False,--379----5-------7-97--63-4---1----3---24-71573---52--8-4--2-------378---5-----76,4.52
30,False,--35-7---2--134--57---2----3--74--2--6--825--9-2----4--2--7------12-9---5--86---2,4.53
30,False,1--2-------9--8---4-----932872-6--------2---33----96-7-9-5-2-----4--3-19--394-8-5,4.62
30,False,-5-----48---4-------7-5--3-7--19---3-153--6-92----8--4--1-43-628---1-------985-1-,4.64
30,False,-1-27--9----3-6--8--21--3--8-7---651-9--5-4-353-6---7--56---8-4--3--7-----------5,4.66
30,False,-------9534--981-6----12--3-5-------72--8--6-9-64--25---2--45-7----59--2---2---8-,4.66
30,False,------9--61439-2-5--8-------23---79----2--45---6--9-3-3-9-8--4--4-97-------5-4-19,4.83
30,False,-61-53---9---1---4-7--6-31----3--4--25---4---3----5--97--5---31-8--3---5-2-8---96,4.84
30,False,-5--4--923-2-------795-2-----5-2--3-28---75-1---3-5-7--219-6----3-----6------84-3,4.88
30,False,--621--3----8----2-7---98-1-2------9----72-6-------728-4--2-59-29--8---43-5-9-2--,5.10
30,False,----6-91---1--------712----91-23----72---13--63--891-----9135-4---8-4--1-4--5----,5.11
30,False,-5-9---2-8---6-1-7-----1---------3---6-8--97---7-5---4-4-79-51817---84--59-----32,5.13
30,False,--3----9--4----8--8-----5-3---2---641-----7824--7-1----941----82--5--649--8--42-7,5.14
30,False,--28745--7--5-362-3--2-6--------1-3--21-----------5-------52968269----4--8--6-1--,5.18
30,False,8------9-9---6-----3--4---2-896--23-14239587---3---------------41-9837--35----6--,5.25
30,False,6---3-----78-6---------8-----721--6---6--3-7--2-6-7-8---47-9653--93--748--5---1--,5.33
30,False,--1------6--189--25-36---1--6----2----92-6-------4835-9-87---25-----4--87-2---64-,5.53
30,False,-3------81-82--65----7------9--674----48----6-6---51---891-25--------361-1---682-,5.59
30,False,5-9--7-82--------91---94---2----6------9---2----3-58-6--3268---8--1-9-5-49-7-32--,5.76
30,False,-7---2---1---4-8-7---87-15-9-62174---14-96--3-5---4---4-------1--1--5-------3-76-,5.77
30,False,-7----9--5-2-----7--3-----56-7-------2----61-38--597---5---61---683---74-3-5742--,5.94
30,False,--5---18-----3--49-69-8-2---4-3-8-9---8------------8-635-1--7-892-----5-8765-3---,5.98
30,False,--5-7----7-3---519---52-73-3-6--8----7--35--1---69-3-4----43-----9-----85-----923,5.99
30,False,6--38--5-48-12-796-7------------98-7-6-----2-7-----3--1-7----8-94-75-6--8--2---7-,6.07
30,False,-4-2--89--9-48-5--5-8---6--8-5---1------3-7--27-------4---78--5---5--2-1--362--78,6.21
30,False,---1---9327-68-51-3---5-----2-76--49-----------8---2--94--72-8---2----37-6-8---52,6.23
30,False,-9-6-----------48-2865437-1--8-3-17-52-8---4-----148-----------8-71---3-4----9--8,6.25
30,False,3-7--1--6----------5---3289------89---149--23--95-2-61--3----7-----1-6359-5----4-,6.26
30,False,4----5-----7324---5-38------3---95---5--13---24-------37465-----2593-6---1--48---,7.10
30,False,-32--1--95--8--3--6----3--27--2-546---64-9-2--4-68----367-92--------4----2-----1-,7.10
30,False,--------23--7---4----895-1---617------1-53----35-2-1---8--31-9--1----5---936874--,7.13
30,False,---876------51-7-3--6--48-9---7-5---514--8--7----6--3-------4717--95-2-62-----3--,7.23
30,False,8--3--9-72----4-6-76---92--9-84-5--6--62------2----4--------63-3-9--2--16--1--54-,7.25
30,False,2----186---8-72---4-7--6---8--1-----------2--9--2-8-3--6-827-19-8----5-63---45-8-,8.17
30,False,894---6-37--8----5-2-6-4-81--938---66--1-7------------9-8-1-3------63----3-5--1-2,8.34
30,False,7---3------45--76-61----9---3-76-45-5-7------4--3--28-17----8-9---9-8--4-4-2---1-,8.35
30,False,14-69-35--3-1--6-86---8-7--4---78--67---6----86-9--5------26------7---8---5---26-,8.40
30,False,8-35--6--1-5--98-------1--4----68-4-4--2--7---8--9-13----------7----65--568724-1-,8.42
30,False,---2-8--------3---2-5---1--6--3---1-47--1---5-21--594--------8---356-271-1--2945-,8.49
30,False,-------23--2---7-63--42-1-9-6-3-189-2-----36----862-4---5---23-6--5---1----2---7-,8.50
30,False,13---2----94----27-5---6-3---5-7--8-74------68-3-45-9-5------7------73-53--5--91-,8.55
30,False,--34-9--5-9--3----1---2--896---84---45-6-------91-------8--------4-9--3773-21-948,8.61
30,False,-3--7-1-59----1----41-59-375--3---1-----87------4--9---2---3--1-5----67--6-7-8-29,8.62
30,False,-----1--3--9---817------9-5----65--1-7-------1-62----4-----719-3-7----5-89154-732,8.63
30,False,42--9---17---1-2-9-8--2--4---82----4---8---6--7-5-43-88---524------4-8--3--1----6,8.65
30,False,2-71--83-43------7----4-9----9-3517-------3291---9----96-51---33--8---96----6----,8.66
30,False,----4-6-----5-------9-1-257-7-935-6-----8-1---9-1--735-6--7----8146-----9-7-2---6,9.12
30,False,---51-4-8-4-----9----7-4--3--4-9-3---583----4---4--6-5--1-----65---42--1-23-517--,9.30
30,False,-5-6---------57------84156--68-23--7-9571---6-2--65-----3---6-5-7----3-4--95-----,9.45
30,False,2---1--43798-4--------2-87--8-----69135--6--2---3--5-4-----5-9--49---65-----64---,9.46
30,False,7-5------94-----6-3-6---9-48-71-24-3-934--5----4----1---821-----29----5--3--9-2--,9.47
30,False,84-1-------------25-93----6-------6-681----34---4--75-7--2436-9--46--8----6-7--43,9.52
30,False,6-------35---7----8-7-2--6-4----29---6-5--382---61---4-----36--2-6-9713-37--6----,9.58
30,False,9---1--56-263---------7---4-479216----2--8---6--------86-2--59--5--9-368---8----2,9.59
